;date;type;registration;operator;fatalities;location;country;cat;corrected_year
22416;2015-10-02;DHC-6 TWIN OTTER 200;DU-SD4;SKYDIVE DUBAI;0;DUBAI-PALM DROP ...;U.A.E.;A1;2015
22417;2015-10-02;DHC-6 TWIN OTTER 300;PK-BRM;AVIASTAR MANDIRI;10;BAJAJA MOUNT, DI...;INDONESIA;A1;2015
22418;2015-10-02;LOCKHEED C-130J-30 SUPER HERCULES;08-3174;USAF;14;JALALABAD AIRPOR...;AFGHANISTAN;A1;2015
22419;2015-10-03;BEECH B200 SUPER KING AIR;G-BYCP;LONDON EXECUTIVE AVIATION;2;NEAR CHIGWELL, ESSEX;U.K.;A1;2015
22420;2015-10-06;BAE-146-300;9G-SBB;STARBOW;0;TAMALE AIRPORT (...;GHANA;A1;2015
22421;2015-10-12;AIRBUS A300B4-203 (F);SU-BMZ;TRISTAR AIR;0;NEAR AFGOOYE;SOMALIA;A1;2015
22422;2015-10-12;CESSNA 208B GRAND CARAVAN;YA22382;AFGHAN AIR FORCE;2;BAMYAN PROVINCE;AFGHANISTAN;A1;2015
22423;2015-10-14;CESSNA 208B GRAND CARAVAN;PR-MIC;MICROSURVEY;3;NEAR YUMBILLO;COLOMBIA;A1;2015
22424;2015-10-15;BOEING 747-3B3;EP-MNE;MAHAN AIR;0;NEAR TEHRAN-MEHRABAD ...;IRAN;A2;2015
22425;2015-10-19;LEARJET 35A;LV-ZSZ;TOP AIR SA;0;SAN FERNANDO AIR...;ARGENTINA;A1;2015
22426;2015-10-22;LEARJET 31A;XB-GYB;GRUPO CONSTRUCTOR PLATA;4;NEAR APASEO EL ALTO;MEXICO;A1;2015
22427;2015-10-22;DHC-7-102;C-GGUL;VOYAGEUR AIRWAYS;0;EINDHOVEN AIRPOR...;NETHERLANDS;A1;2015
22428;2015-10-23;BOEING 737-3K2;OB-2040-P;PERUVIAN AIRLINES;0;CUZCO-VELAZCO AS...;PERU;A1;2015
22429;2015-10-25;SUKHOI SUPERJET 100-95B;XA-PBA;INTERJET;0;MEXICO CITY-BENI...;MEXICO;O1;2015
22430;2015-10-26;BOEING 737-4L7;ZS-OAA;BRITISH AIRWAYS, OPB COMAIR;0;JOHANNESBURG-O.R...;SOUTH AFRICA;A1;2015
22431;2015-10-28;DORNIER 328 ?;UNREG.;UNKNOWN;0;AFGOYE DISTRICT;SOMALIA;A2;2015
22432;2015-10-29;BOEING 767-269ER;N251MY;DYNAMIC INTERNATIONAL AIRWAYS;0;FORT LAUDERDALE ...;USA;A1;2015
22433;2015-10-29;BOMBARDIER CHALLENGER 300;N334AF;ARCADIA LEASING;0;LA CROSSE MUNICI...;USA;A2;2015
22434;2015-10-31;AIRBUS A321-231;EI-ETJ;METROJET;224;NEAR HASNA, NORTH SINAI;EGYPT;C1;2015
22436;2015-11-01;GRUMMAN G-159 GULFSTREAM I;9Q-CNP;MALU AVIATION;0;KINSHASA-N'DJILI...;D.R. CONGO;A2;2015
22437;2015-11-02;FOKKER F-27 FRIENDSHIP 400M;6W-STF;SENEGALESE AIR FORCE;0;NEAR KOUSSANÃ©;MALI;A2;2015
22438;2015-11-03;BOEING 737-4H6;AP-BJO;SHAHEEN AIR;0;LAHORE-ALLAMA IQ...;PAKISTAN;A1;2015
22439;2015-11-04;ANTONOV AN-12BK;EY-406;ALLIED SERVICES LIMITED, LSF ASIA AIRWAYS;41;NEAR JUBA AIRPORT (JUB);SOUTH SUDAN;A1;2015
22440;2015-11-06;CESSNA 525 CITATIONJET;N525DY;EXECUFLIGHT;0;NEAR MONROE COUNTY AI...;USA;A2;2015
22441;2015-11-07;BEECH 300 SUPER KING AIR 350;NA-302;NASC;0;TAICHUNG-CHING C...;TAIWAN;A1;2015
22442;2015-11-08;BEECH 99;N7994R;HUMMINGBIRD AIR;0;SAINT LUCIA-GEOR...;SAINT LUCIA;A2;2015
22443;2015-11-10;HAWKER SIDDELEY HS-780 ANDOVER C.1;TL-AEW;WESTWIND AVIATION, OP.FOR UN WFP;0;NEAR MALAKAL AIRPORT ...;SOUTH SUDAN;A1;2015
22444;2015-11-10;BAE-125-700A;N237WR;EXECUFLIGHT;9;NEAR AKRON-FULTON INT...;USA;A1;2015
22445;2015-11-10;CESSNA 650 CITATION VII;PT-WQH;BANCO BRADESCO;4;NEAR GUARDA-MOR, MG;BRAZIL;A1;2015
22446;2015-11-11;CESSNA 208B GRAND CARAVAN;N617ST;SARTEC CORP.;0;GRAND FORKS AIRP...;USA;A2;2015
22447;2015-11-13;XIAN MA60;RDPL-34226;LAO SKYWAY;0;VIENTIANE-WATTAY...;LAOS;A2;2015
22448;2015-11-16;LEARJET 60;XA-UQP;SERVICIOS AÃ©REOS ESTRELLA;0;IXTAPA/ZIHUATANE...;MEXICO;A1;2015
22449;2015-11-22;BOEING 737-3Y0;EX-37005;AVIA TRAFFIC COMPANY;0;OSH AIRPORT (OSS);KYRGYZSTAN;A1;2015
22450;2015-11-26;BOEING 737-322;XA-UNM;MAGNICHARTERS;0;MEXICO CITY-BENI...;MEXICO;A1;2015
22451;2015-11-29;CESSNA 560XL CITATION EXCEL;SE-RHJ;JIVAIR;0;NEAR FARNBOROUGH AIRP...;U.K.;A2;2015
22452;2015-12-01;GULFSTREAM G200;VT-EHT;PREMIER JET SERVICES;0;CHENNAI AIRPORT ...;INDIA;O1;2015
22453;2015-12-01;HAWKER BEECH 390 PREMIER IA;VT-RTR;PREMIER JET SERVICES;0;CHENNAI AIRPORT ...;INDIA;O1;2015
22454;2015-12-01;LEARJET 60XR;VT-UNO;MYJET;0;CHENNAI AIRPORT ...;INDIA;O1;2015
22455;2015-12-01;HAWKER 900XP;VT-ICA;PRIVATE;0;CHENNAI AIRPORT ...;INDIA;O1;2015
22456;2015-12-02;AIRBUS A321-211 (WL);D-AIAF;CONDOR FLUGDIENST;0;BERLIN-SCHÃ¶NEFE...;GERMANY;A2;2015
22457;2015-12-04;DHC-8-402Q DASH 8;VT-SUC;SPICEJET;0;JABALPUR AIRPORT...;INDIA;A1;2015
22458;2015-12-04;BAE-125-800SP;N164WC;WC LEASING CORP.;0;PALM SPRINGS INT...;USA;A1;2015
22459;2015-12-07;ECLIPSE 500;ZS-DKS;DIXCO TRANSPORT;1;NEAR SWELLENDAM, WEST...;SOUTH AFRICA;A1;2015
22460;2015-12-10;HAWKER BEECH 390 PREMIER I;N50VM;SKY MAST;0;CHICAGO-EXECUTIV...;USA;A2;2015
22461;2015-12-11;CESSNA 208B GRAND CARAVAN;C-FKDL;WASAYA AIRWAYS;1;NEAR PICKLE LAKE AIRP...;CANADA;A1;2015
22462;2015-12-11;CESSNA 550 CITATION II;M-AGGY;MEVA;0;OYONNAX-ARBENT A...;FRANCE;A1;2015
22463;2015-12-15;BOEING 737-3H4 (WL);N649SW;SOUTHWEST AIRLINES;0;NASHVILLE INTERN...;USA;A1;2015
22464;2015-12-15;EMBRAER EMB-145MP (ERJ-145MP);G-CGWV;EASTERN AIRWAYS;0;NEWCASTLE AIRPOR...;U.K.;A2;2015
22465;2015-12-21;EMBRAER ERJ-195;PK-KDC;KALSTAR AVIATION;0;KUPANG-EL TARI A...;INDONESIA;A1;2015
22466;2015-12-22;BEECH B200 SUPER KING AIR;VT-BSA;BORDER SECURITY FORCE;10;DELHI-INDIRA GAN...;INDIA;A1;2015
22467;2015-12-23;RAYTHEON BEECHJET 400A;XA-MEX;AEROLÃ­NEAS EJECUTIVAS;0;TELLURIDE AIRPOR...;USA;A1;2015
22468;2015-12-23;BOEING 737-86J (WL);TC-CPV;PEGASUS AIRLINES;1;ISTANBUL-SABIHA ...;TURKEY;C2;2015
22469;2015-12-24;AIRBUS A310-308;EP-MNP;MAHAN AIR;0;ISTANBUL-ATATÃ¼R...;TURKEY;A2;2015
22470;2015-12-24;AIRBUS A310-304 (F);9Q-CVH;SERVE AIR;8;MBUJI-MAYI AIRPO...;D.R. CONGO;A1;2015
22471;2015-12-26;ATR 72-212A (ATR 72-500);5R-MJE;AIR MADAGASCAR;0;ANTANANARIVO-IVA...;MADAGASCAR;A2;2015
22472;2015-12-30;BEECH 200 SUPER KING AIR;N999VB;COBB AVIATION SERVICES;0;GARY REGIONAL AI...;USA;A1;2015
22473;2016-01-02;CESSNA 208B GRAND CARAVAN;N540ME;WRIGHT AIR SERVICE;0;NEAR ANAKTUVUK PASS A...;USA;A1;2016
22474;2016-01-03;CANADAIR CRJ-702;N164GJ;UNITED EXPRESS, OPB GOJET AIRLINES;0;CHICAGO-O'HARE I...;USA;A2;2016
22475;2016-01-04;BEECH 200 SUPER KING AIR;N275X;SKYWAY AIRCRAFT;0;ST. PETERSBURG-C...;USA;A1;2016
22476;2016-01-05;BASLER TURBO 67 (AC-47T);FAC-1658;COLOMBIAN AF;0;TRES ESQUINAS AI...;COLOMBIA;A2;2016
22477;2016-01-08;CANADAIR CRJ-200PF;SE-DUX;WEST AIR SWEDEN;2;NEAR OAJEVÃ¡GGE;SWEDEN;A1;2016
22478;2016-01-09;ATR 72-212A (ATR 72-500);PR-PDD;PASSAREDO LINHAS AÃ©REAS;0;RONDONÃ³POLIS-MA...;BRAZIL;A1;2016
22479;2016-01-10;BEECH B200 SUPER KING AIR;N87SA;ISLAND AIRLINES;0;SAN JUAN-LUIS MU...;PUERTO RICO;A2;2016
22480;2016-01-14;AIRBUS A319-112;V5-ANL;AIR NAMIBIA;0;NEAR WINDHOEK-HOSEA K...;NAMIBIA;A2;2016
22481;2016-01-15;CESSNA 208B GRAND CARAVAN;N104AN;GRANT AVIATION;0;HOOPER BAY AIRPO...;USA;A2;2016
22482;2016-01-17;BN-2A-21 ISLANDER;(N90460);UNKNOWN;0;CORRAL VIEJO;COLOMBIA;C1;2016
22483;2016-01-18;CESSNA 525 CITATIONJET;N711BX;PRIVATE;2;NEAR CEDAR FORT, UT;USA;A1;2016
22484;2016-01-18;DASSAULT FALCON 20F-5;N706SB;STERLING LIHTC;0;SCOTTSDALE AIRPO...;USA;A1;2016
22485;2016-01-20;DHC-6 TWIN OTTER 300;C-GCKB;KENN BOREK AIR;0;AMUNDSEN-SCOTT S...;ANTARCTICA;A2;2016
22486;2016-01-21;CESSNA 560XL CITATION EXCEL;C-GCXL;AIRSPRINT;0;TORONTO-PEARSON ...;CANADA;A2;2016
22487;2016-01-28;CESSNA 208 CARAVAN I;VH-WTY;HAMILTON ISLAND AIR;0;CHANCE BAY, WHIT...;AUSTRALIA;A1;2016
22488;2016-01-28;MD-83;EP-ZAB;ZAGROS AIR;0;MASHHAD AIRPORT ...;IRAN;A1;2016
22489;2016-01-30;ROCKWELL SABRELINER 80;N380CF;PRIVATE;0;QUERÃ©TARO AIRPO...;MEXICO;A2;2016
22490;2016-02-02;AIRBUS A321-111;SX-BHS;HERMES AIRLINES, OP.FOR DAALLO AIRLINES;1;NEAR MOGADISHU INTERN...;SOMALIA;C1;2016
22491;2016-02-04;CANADAIR CRJ-900ER;OY-KFC;SAS, OPB CIMBER;0;KÃ¸BENHAVN-KASTR...;DENMARK;O1;2016
22492;2016-02-04;BEECH B100 KING AIR;C-GSWG;MAX AVIATION;0;MONTREAL-ST. HUB...;CANADA;A1;2016
22493;2016-02-06;ANTONOV AN-2R;RA-40204;LIGHT AIR;3;GAY, ORENBURG OB...;RUSSIA;A1;2016
22494;2016-02-07;CESSNA 525A CITATIONJET CJ2;D-ISCO;WINDROSE AIR;0;CHAMBÃ©RY AIRPOR...;FRANCE;A2;2016
22495;2016-02-10;BEECH 1900D;4601;MYANMAR AIR FORCE;5;NEAR NAYPYIDAW INTERN...;MYANMAR;A1;2016
22496;2016-02-12;LOCKHEED L-100-30 HERCULES;N401LC;LYNDEN AIR CARGO;0;NEAR ILIAMNA, AK;USA;A2;2016
22497;2016-02-17;BOEING 737-7H4 (WL);N784SW;SOUTHWEST AIRLINES;0;DETROIT-METROPOL...;USA;A2;2016
22498;2016-02-17;BOEING 737-823 (WL);N925NN;AMERICAN AIRLINES;0;DETROIT-METROPOL...;USA;A2;2016
22499;2016-02-20;CESSNA 525 CITATION M2;N214RT;PRIVATE;0;ORLANDO INTERNAT...;USA;O1;2016
22500;2016-02-23;EMBRAER EMB-145MP (ERJ-145MP);N856HK;TRANS STATES AIRLINES;0;SAINT LOUIS-LAMB...;USA;A2;2016
22501;2016-02-24;VIKING AIR DHC-6 TWIN OTTER 400;9N-AHH;TARA AIR;23;DANA, MYAGDI DIS...;NEPAL;A1;2016
22502;2016-02-26;IPTN/CASA CN-235M-VIP;M44-07;ROYAL MALAYSIAN AF;0;NEAR KUALA SELANGOR;MALAYSIA;A1;2016
22503;2016-03-02;BEECH 99A;N198WA;WIGGINS AIRWAYS;0;NEAR BANGOR, ME;USA;A2;2016
22504;2016-03-03;CESSNA 208 CARAVAN I;3004;SOUTH AFRICAN AF;0;NEAR LANGEBAANWEG AIR...;SOUTH AFRICA;A1;2016
22505;2016-03-03;BOEING 737-95R;VT-JGD;JET AIRWAYS;0;MUMBAI-CHHATRAPA...;INDIA;A2;2016
22506;2016-03-05;BEECH B300 KING AIR 350;N6351V;US ARMY;0;NEAR KAWRGOSK;IRAQ;A2;2016
22507;2016-03-05;BOEING 767-34AFER (WL);N305UP;UPS;0;ALBUQUERQUE SUNP...;USA;A2;2016
22508;2016-03-07;EMBRAER ERJ 190STD (ERJ-190-100);PH-EXB;KLM CITYHOPPER;0;BASEL/MULHOUSE/F...;FRANCE;I2;2016
22509;2016-03-07;DORNIER 328-110;HB-AEO;SKYWORK AIRLINES;0;BASEL/MULHOUSE/F...;FRANCE;I2;2016
22510;2016-03-09;ANTONOV AN-26B;S2-AGZ;TRUE AVIATION;3;NEAR COX'S BAZAR AIRP...;BANGLADESH;A1;2016
22511;2016-03-13;BN-2B-20 ISLANDER;VP-ACT;ANGUILLA AIR SERVICES;0;SAINT-BARTHÃ©LÃ©...;SAINT BARTHÃ©LEMY;A2;2016
22512;2016-03-14;RAYTHEON BEECHJET 400A;N465FL;FLIGHT OPTIONS;0;ROME-RICHARD B R...;USA;A1;2016
22513;2016-03-15;IAI ARAVA 201;E-206;ECUADOR ARMY;22;HACIENDA LA PALM...;ECUADOR;A1;2016
22514;2016-03-16;CESSNA AC-208B COMBAT CARAVAN;YI-119;IRAQI AF;3;HAWIJAH;IRAQ;A1;2016
22515;2016-03-18;BEECH 1900D;AP-BII;ASSL;0;KARACHI-JINNAH I...;PAKISTAN;A2;2016
22516;2016-03-19;BOEING 737-8KN (WL);A6-FDN;FLYDUBAI;62;ROSTOV AIRPORT (...;RUSSIA;A1;2016
22517;2016-03-22;SWEARINGEN SA226-TC METRO II;LV-ZEB;CEDMA AVIACIÃ³N;0;RÃ­O GRANDE AIRP...;ARGENTINA;A1;2016
22518;2016-03-23;AVRO RJ85;EI-RJG;CITYJET;0;FLORENCE-PERETOL...;ITALY;A1;2016
22519;2016-03-25;EMBRAER ERJ-190AR (ERJ-190-100 IGW);N273JB;JETBLUE AIRWAYS;0;NASSAU-LYNDEN PI...;BAHAMAS;A2;2016
22520;2016-03-27;FOKKER 100;UP-F1012;BEK AIR;0;ASTANA INTERNATI...;KAZAKHSTAN;A1;2016
22521;2016-03-29;AIRBUS A320-232;SU-GCB;EGYPTAIR;0;LARNACA AIRPORT ...;CYPRUS;H2;2016
22522;2016-03-29;ANTONOV AN-26RT;09 BLUE;RUSSIAN AF;0;ROSTOV AIRPORT (...;RUSSIA;A2;2016
22523;2016-04-01;CESSNA 208B GRAND CARAVAN;XA-ULU;AÃ©REO SERVICIOS EMPRESARIALES;3;NEAR DURANGO-GUADALUP...;MEXICO;A1;2016
22524;2016-04-03;ANTONOV AN-2R;RA-54828;TECHNOSERVICE-A;0;NEAR AKSARINO, ZAINSK...;RUSSIA;A2;2016
22525;2016-04-04;BOEING 737-8GP (WL);PK-LBS;BATIK AIR;0;JAKARTA-HALIM PE...;INDONESIA;A2;2016
22526;2016-04-04;ATR 42-600;PK-TNJ;TRANSNUSA AVIATION MANDIRI;0;JAKARTA-HALIM PE...;INDONESIA;A2;2016
22527;2016-04-04;CESSNA 208B GRAND CARAVAN;PR-CRF;TWO TÃ¡XI AÃ©REO;0;NEAR MACAPÃ¡ INTERNAC...;BRAZIL;A2;2016
22528;2016-04-06;RAYTHEON U-125 (HAWKER 800);49-3043;JASDF;6;NEAR KANOYA AIR BASE;JAPAN;A1;2016
22529;2016-04-06;BOMBARDIER GLOBAL 6000;9H-AMZ;COMLUX MALTA;0;GENÃ¨VE-COINTRIN...;SWITZERLAND;A2;2016
22530;2016-04-07;DOUGLAS C-47A (DC-3);HK-2663;AEROLINEAS LLANERAS - ARALL;0;NEAR PUERTO GAITÃ¡N A...;COLOMBIA;A1;2016
22531;2016-04-09;DHC-6 TWIN OTTER 100;N122PM;SKYDIVE SAN MARCOS;0;FENTRESS AIRPARK...;USA;A1;2016
22532;2016-04-13;PADC/BN-2T ISLANDER;P2-SBC;SUNBIRD AVIATION;12;NEAR KIUNGA AIRPORT (...;P.N. GUINEA;A1;2016
22533;2016-04-14;ANTONOV AN-2;UNREG.;UNKNOWN;1;MARYEVKA, PESTRA...;RUSSIA;A1;2016
22534;2016-04-20;BEECH 1900D;C-FEVA;AIR CANADA EXPRESS, OPB EXPLOITS VALLEY AIR SERVICES;0;GANDER AIRPORT, ...;CANADA;A1;2016
22535;2016-04-21;BEECH 300 SUPER KING AIR;PT-MCM;AGROPECUÃ¡RIA OTURA;0;PORTO SEGURO-TER...;BRAZIL;A2;2016
22536;2016-04-24;SWEARINGEN SA226-AT MERLIN IVA;EC-GFK;FLIGHTLINE;0;GERONA-COSTA BRA...;SPAIN;A1;2016
22537;2016-04-28;EMBRAER ERJ-190;HC-COX;TAME ECUADOR;0;CUENCA-MARISCAL ...;ECUADOR;A1;2016
22538;2016-04-28;CANADAIR CRJ-200ER;N961SW;SKYWEST AIRLINES, OPF UNITED EXPRESS;0;SAN FRANCISCO IN...;USA;A2;2016
22539;2016-04-30;FOKKER 50;SE-LEZ;AIR VALLÃ©E, OPB AMAPOLA FLYG;0;CATANIA-FONTANAR...;ITALY;A1;2016
22540;2016-04-30;ANTONOV AN-26;UNREG.;SUDAN AF;5;NEAR EL OBEID AIRPORT...;SUDAN;A1;2016
22541;2016-05-05;CONVAIR CV-580 AIRTANKER;C-FEKF;CONAIR AVIATION;0;MANNING AIRPORT, AB;CANADA;A1;2016
22542;2016-05-06;ANTONOV AN-2R;N2AN;AMERICAN AIRPOWER;0;NEAR SAN BERNARDINO I...;USA;A1;2016
22543;2016-05-07;ATR 72-212A (ATR 72-600);VT-JCX;JET AIRWAYS;0;INDORE-DEVI AHIL...;INDIA;A2;2016
22544;2016-05-10;AIRBUS A321-211;N189UW;AMERICAN AIRLINES;0;PHOENIX-SKY HARB...;USA;A2;2016
22545;2016-05-10;BEECH B100 KING AIR;N86TR;DEXTER AIR;0;DEXTER MUNICIPAL...;USA;A2;2016
22546;2016-05-11;AIRBUS A320-214;F-GKXJ;AIR FRANCE;0;PARIS-CHARLES DE...;FRANCE;A2;2016
22547;2016-05-11;BOEING 777-328ER;F-GZNT;AIR FRANCE;0;PARIS-CHARLES DE...;FRANCE;A2;2016
22548;2016-05-11;BOEING 737-9GPER (WL);9M-LNK;MALINDO AIRWAYS;0;KOTA KINABALU AI...;MALAYSIA;A2;2016
22549;2016-05-12;CESSNA 208B GRAND CARAVAN;N1114A;PARACHUTE CENTER;0;NEAR LODI AIRPORT, CA;USA;A2;2016
22550;2016-05-14;CESSNA 208 CARAVAN I;XB-NLX;SKYDIVE MÃ©XICO;0;NEAR TEQUESQUITENGO;MEXICO;A2;2016
22551;2016-05-18;ANTONOV AN-12B;4K-AZ25;SILK WAY;7;DWYER AIRPORT (DWR);AFGHANISTAN;A1;2016
22552;2016-05-19;AIRBUS A320-232;SU-GCC;EGYPTAIR;66;NEAR EGYPTIAN COAST;MEDITERRANEAN SEA;C1;2016
22553;2016-05-23;CESSNA 501 CITATION I/SP;N804ST;EAGLE II AERO;0;NEAR TEXARKANA, AR;USA;A1;2016
22554;2016-05-27;BOEING 777-3B5;HL7534;KOREAN AIR;0;TOKYO-HANEDA AIR...;JAPAN;A2;2016
22555;2016-05-28;AIRBUS A320-214;EC-JGM;VUELING;0;MANCHESTER AIRPO...;U.K.;A2;2016
22556;2016-06-03;CESSNA 208B GRAND CARAVAN;5Y-JLL;LADY LORI (KENYA);0;AKOBO AIRPORT;SOUTH SUDAN;A2;2016
22557;2016-06-04;CESSNA 208B GRAND CARAVAN EX;PK-ICC;PEGASUS AIR SERVICES;0;ILAGA AIRPORT (ILA);INDONESIA;A2;2016
22558;2016-06-04;ANTONOV AN-30A-100;TN-AHP;SOUTH STONE AIRLINES;0;YAMBIO AIRPORT;SOUTH SUDAN;A2;2016
22559;2016-06-05;BAE-125-800B;RA-02773;AEROLIMOUSINE;0;NEAR NERYUNGRI AIRPOR...;RUSSIA;A1;2016
22560;2016-06-05;CESSNA 208B GRAND CARAVAN;N750Z;AIR CHOICE ONE;0;FORT DODGE AIRPO...;USA;A2;2016
22561;2016-06-06;MD-11F;N277UP;UPS;0;SEOUL-INCHEON IN...;SOUTH KOREA;A1;2016
22562;2016-06-06;CESSNA 560 CITATION ULTRA;N145KK;RED WING AEROPLANE COMPANY;0;GAINESVILLE-J R ...;USA;A1;2016
22563;2016-06-14;ANTONOV AN-32A;EK32120;COCO AVIATION, LSF AYK AVIA;0;BOR AIRPORT;SOUTH SUDAN;A1;2016
22564;2016-06-14;CESSNA 208B GRAND CARAVAN EX;PK-RKC;ASSOCIATED MISSION AVIATION;0;LOLAT, YAHUKIMO,...;INDONESIA;A1;2016
22565;2016-06-14;ATR 72-212A (ATR 72-600);PK-WGL;WINGS AIR;0;UNKNOWN;INDONESIA;A2;2016
22566;2016-06-16;CASA C-212 AVIOCAR 400MPA;8983;VIETNAM COAST GUARD;9;NEAR BACH LONG VI ISLAND;VIETNAM;A1;2016
22567;2016-06-19;BAE-146-300;EP-MOF;MAHAN AIR;0;KHARK AIRPORT (KHK);IRAN;A1;2016
22568;2016-06-19;DHC-3T TEXAS TURBINE OTTER;N104BM;BALD MOUNTAIN AIR SERVICES;0;NEAR HOMER-BELUGA LAK...;USA;A2;2016
22569;2016-06-21;DORNIER 228-202;9Q-CSL;BUSY BEE CONGO;0;GOMA AIRPORT (GOM);D.R. CONGO;A1;2016
22570;2016-06-21;BEECH 200C SUPER KING AIR;OB-2104-P;AERCARIBE PERU;0;LIMA-JORGE CHÃ¡V...;PERU;A2;2016
22571;2016-06-26;CANADAIR CL-215;1111;HELLENIC AF;0;NEAR DERVENOCHORIA;GREECE;A1;2016
22572;2016-06-26;ANTONOV AN-2R;UP-A0273;TAMSHYBULAK;1;BEREKE;KAZAKHSTAN;A1;2016
22573;2016-06-27;BOEING 777-312ER;9V-SWB;SINGAPORE AIRLINES;0;SINGAPORE-CHANGI...;SINGAPORE;A2;2016
22574;2016-06-30;ANTONOV AN-2SX;RA-33462;KRASNOKUTSKE FLIGHT SCHOOL OF CIVIL AVIATION;2;NEAR NOVOPOKROVSKOYE,...;RUSSIA;A1;2016
22575;2016-07-01;ILYUSHIN IL-76TD;RA-76840;RUSSIAN MINISTRY OF EMERGENCY SITUATIONS;10;NEAR RYBNYI UYAN, KAC...;RUSSIA;A1;2016
22576;2016-07-07;DHC-8-402Q DASH 8;HS-DQC;NOK AIR;0;LOEI AIRPORT (LOE);THAILAND;A2;2016
22577;2016-07-11;LOCKHEED C-130H HERCULES;16804;PORTUGUESE AF;3;MONTIJO AIR BASE;PORTUGAL;A1;2016
22578;2016-07-15;BEECH B200 KING AIR;N111MQ;EXECUMED CORP.;0;SAN JUAN-FERNAND...;PUERTO RICO;A2;2016
22579;2016-07-17;BEECH 200 SUPER KING AIR;C-FCGW;AIR NUNAVUT;0;IQALUIT AIRPORT,...;CANADA;A1;2016
22580;2016-07-20;CESSNA 208B GRAND CARAVAN EX;B-10FW;JOY GENERAL AVIATION;5;NEAR JINSHAN CITY BEACH;CHINA;A1;2016
22581;2016-07-20;BEECH B200 SUPER KING AIR;N46CE;CENTURY EQUIPMENT COMPANY;0;BURNSVILLE-MOUNT...;USA;A2;2016
22582;2016-07-21;CESSNA 208B SUPERVAN 900;N7581F;SKYDIVE TWIN CITIES;0;BALDWIN AIRPORT, WI;USA;A2;2016
22583;2016-07-22;ANTONOV AN-32;K2743;INDIAN AF;29;NEAR CHENNAI [BAY OF ...;INDIAN OCEAN;A1;2016
22584;2016-07-26;EMBRAER PHENOM 300;N362FX;FLEXJET, OPB FLIGHT OPTIONS;0;HOUSTON-SUGAR LA...;USA;A1;2016
22585;2016-07-28;GULFSTREAM G650ER;N827DC;TDC MANAGEMENT;0;COLORADO SPRINGS...;USA;O1;2016
22586;2016-07-31;ANTONOV AN-2R;RA-54790;LEMAKS;3;NEAR ZELENOGORSKIY, K...;RUSSIA;A1;2016
22587;2016-08-01;BEECH C99;N234AV;AMERIFLIGHT;0;NEAR SPANISH FORK, UT;USA;A2;2016
22588;2016-08-01;CANADAIR CL-415;F-ZBEU;SECURITÃ© CIVILE;0;AJACCIO-NAPOLEON...;FRANCE;A2;2016
22589;2016-08-03;BOEING 777-31H;A6-EMW;EMIRATES;1;DUBAI AIRPORT (DXB);U.A.E.;A1;2016
22590;2016-08-04;CESSNA 208B GRAND CARAVAN;9N-AKC;MAKALU AIR;0;NEAR SIMIKOT;NEPAL;A2;2016
22591;2016-08-04;BOEING 737-3H4 (WL);N368SW;SOUTHWEST AIRLINES;0;BALTIMORE/WASHIN...;USA;A1;2016
22592;2016-08-05;BOEING 737-476 (SF);HA-FAX;ASL AIRLINES HUNGARY;0;BERGAMO-ORIO AL ...;ITALY;A1;2016
22593;2016-08-09;BOEING 737-832 (WL);N3762Y;DELTA AIR LINES;0;NEW YORK-JOHN F....;USA;A2;2016
22594;2016-08-11;ANTONOV AN-2R;RA-17812;ALROSA;0;POLYARNYJ AIRPOR...;RUSSIA;A2;2016
22595;2016-08-13;CESSNA 500 CITATION I;N70SW;STRONG TOWER SERVICES;0;FORT LAUDERDALE-...;USA;A2;2016
22596;2016-08-14;BERIEV BE-200ES;RF-31121;RUSSIAN MINISTRY OF EMERGENCY SITUATIONS;0;NEAR SÃ£O PEDRO DO SUL;PORTUGAL;A2;2016
22597;2016-08-14;BEECH 200 SUPER KING AIR;UNREG.;UNKNOWN;2;ORILLAS DEL RÃ­O...;VENEZUELA;A1;2016
22598;2016-08-16;CESSNA 550 CITATION II;YV3051;PRIVATE;2;NEAR CHARALLAVE-ÃSCA...;VENEZUELA;A1;2016
22599;2016-08-24;TUPOLEV TU-204S;RA-64021;AVIASTAR-TU;0;NORIL'SK AIRPORT...;RUSSIA;A1;2016
22600;2016-08-25;LEARJET 55;N666TK;RCR7;0;NORTH ELEUTHERA ...;BAHAMAS;A1;2016
22601;2016-08-27;BOEING 737-7H4 (WL);N766SW;SOUTHWEST AIRLINES;0;NEAR BILOXI, MS;USA;A2;2016
22602;2016-08-28;AIRBUS A330-323;HL8258;ASIANA AIRLINES;0;SEOUL-INCHEON IN...;SOUTH KOREA;O2;2016
22603;2016-08-31;CESSNA 208B GRAND CARAVAN EX;N752RV;RAVN CONNECT, OPB HAGELAND AVIATION SERVICES;3;NEAR RUSSIAN MISSION ...;USA;A1;2016
22604;2016-09-10;BEECH 200 SUPER KING AIR;N369CD;HURRICANE JOAQUIN;0;ORLANDO APOPKA A...;USA;A1;2016
22605;2016-09-10;EMBRAER PHENOM 100;PT-MMP;PATRUS TRANSPORTES URGENTES;0;ANGRA DOS REIS A...;BRAZIL;A2;2016
22606;2016-09-13;BOEING 737-347 (SF);PK-YSY;TRIGANA AIR SERVICE;0;WAMENA AIRPORT (...;INDONESIA;A1;2016
